month,coin_name,symbol,open,high,low,close,volume,market_cap,monthly_return,log_return,cumulative_return,ma_20,ma_50,ma_200,rsi_14,macd,macd_signal,volatility_30d,max_drawdown,ath_price,atl_price,drawdown_from_ath,news_sentiment,news_count,news_impact_score,signal
2024-01,Stellar,XLM,41148.73,43170.43,37668.78,38635.32,43065069099,1.39,-0.0611,-0.063,0.419,36703.56,34771.79,32840.02,55,1.722,0.5,0.61,-0.224,74159.77,31555.23,0.479,Positive,13,0.059,Loss
2024-02,Stellar,XLM,38635.32,40035.76,34467.05,36817.73,3683020517,6.31,-0.047,-0.0482,0.3719,34976.84,33135.96,31295.07,66,2.851,2.417,0.44,-0.167,74159.77,31555.23,0.504,Positive,18,0.038,Loss
2024-03,Stellar,XLM,36817.73,40190.06,28531.43,30498.53,40292425023,3.58,-0.1716,-0.1883,0.2003,28973.61,27448.68,25923.75,64,1.91,-1.81,0.73,0,74159.77,30498.53,0.589,Positive,23,-0.069,Loss
2024-04,Stellar,XLM,30498.53,32216.22,27391.46,29263.32,38312281432,1.00,-0.0405,-0.0413,0.1598,27800.15,26336.99,24873.82,64,-0.238,-3.524,0.24,0,74159.77,29263.32,0.605,Positive,28,-0.07,Loss
2024-05,Stellar,XLM,29263.32,31642.38,17248.71,18262.21,39039826920,3.37,-0.3759,-0.4715,-0.2161,17349.1,16435.99,15522.88,55,4.095,-1.767,0.35,0,74159.77,18262.21,0.754,Positive,24,0.008,Loss
2024-06,Stellar,XLM,18262.21,20071.18,16683.27,18080.1,21903777870,2.39,-0.01,-0.01,-0.2261,17176.1,16272.09,15368.09,57,1.88,3.316,0.36,0,74159.77,18080.1,0.756,Positive,20,-0.068,Loss
2024-07,Stellar,XLM,18080.1,20673.32,16548.37,19945.15,6783775893,6.27,0.1032,0.0982,-0.1229,18947.89,17950.64,16953.38,69,-2.916,2.07,0.6,-0.103,74159.77,18080.1,0.731,Positive,11,-0.061,Profit
2024-08,Stellar,XLM,19945.15,24061.36,19485.86,22896.57,24068735374,4.44,0.148,0.138,0.025,21751.74,20606.91,19462.08,31,-4.417,-2.814,0.51,-0.266,74159.77,18080.1,0.691,Positive,22,-0.041,Profit
2024-09,Stellar,XLM,22896.57,23616.19,12218.57,13187.32,14609846376,1.55,-0.424,-0.5517,-0.399,12527.95,11868.58,11209.22,55,-0.056,0.411,0.5,0,74159.77,13187.32,0.822,Negative,8,-0.01,Loss
2024-10,Stellar,XLM,13187.32,15947.09,12122.07,14741.04,12697784670,2.25,0.1178,0.1114,-0.2812,14003.99,13266.94,12529.89,47,-2.278,3.481,0.27,-0.118,74159.77,13187.32,0.801,Negative,17,-0.026,Profit
2024-11,Stellar,XLM,14741.04,18455.99,14189.86,16795.29,7644408129,2.34,0.1394,0.1305,-0.1418,15955.53,15115.76,14276,39,3.675,-1.778,0.39,-0.274,74159.77,13187.32,0.774,Positive,14,0.037,Profit
2024-12,Stellar,XLM,16795.29,17165.25,14820.51,15775.41,2529557060,1.69,-0.0607,-0.0626,-0.2026,14986.64,14197.87,13409.1,38,2.269,3.019,0.39,-0.196,74159.77,13187.32,0.787,Negative,8,0.079,Loss
2022-01,Uniswap,UNI,19078.6,21715.74,18516.48,20710.35,33967062577,2.87,0.0855,0.0821,0.0855,19674.83,18639.32,17603.8,64,-1.769,-1.473,0.63,-0.086,20710.35,19078.6,0,Negative,11,-0.066,Profit
2022-02,Uniswap,UNI,20710.35,22264.09,17499.72,18071.98,9647310102,3.53,-0.1274,-0.1363,-0.0419,17168.38,16264.78,15361.18,51,0.557,1.088,0.47,0,20710.35,18071.98,0.127,Positive,23,0.015,Loss
2022-03,Uniswap,UNI,18071.98,19454.81,15651.63,17100.78,38976558960,1.87,-0.0537,-0.0552,-0.0956,16245.74,15390.71,14535.67,30,0.383,1.495,0.69,0,20710.35,17100.78,0.174,Positive,17,-0.045,Loss
2022-04,Uniswap,UNI,17100.78,18779.7,13017.54,13628.36,12470195224,1.27,-0.2031,-0.227,-0.2987,12946.94,12265.53,11584.11,54,-4.57,-1.754,0.49,0,20710.35,13628.36,0.342,Positive,21,-0.065,Loss
2022-05,Uniswap,UNI,13628.36,16406.47,13124.81,15020.89,32263333500,1.08,0.1022,0.0973,-0.1965,14269.85,13518.8,12767.76,51,1.204,-2.274,0.64,-0.102,20710.35,13628.36,0.275,Positive,12,-0.059,Profit
2022-06,Uniswap,UNI,15020.89,15804.51,12981.42,13901.7,44088231596,1.14,-0.0745,-0.0774,-0.271,13206.62,12511.53,11816.45,47,-4.487,-3.331,0.21,-0.02,20710.35,13628.36,0.329,Positive,26,-0.051,Loss
2022-07,Uniswap,UNI,13901.7,17457.7,13290.67,16479.72,6641776832,3.23,0.1854,0.1701,-0.0855,15655.73,14831.75,14007.76,69,2.261,1.581,0.29,-0.209,20710.35,13628.36,0.204,Positive,21,0.024,Profit
2022-08,Uniswap,UNI,16479.72,24129.31,15281.85,22384.21,46367080020,5.12,0.3583,0.3062,0.2727,21265,20145.79,19026.58,41,-4.19,2.619,0.34,-0.642,22384.21,13628.36,0,Negative,14,0.034,Profit
2022-09,Uniswap,UNI,22384.21,25701.44,21758.76,23625.85,39559516620,2.80,0.0555,0.054,0.3282,22444.55,21263.26,20081.97,47,-0.674,-2.013,0.75,-0.734,23625.85,13628.36,0,Negative,18,-0.032,Profit
2022-10,Uniswap,UNI,23625.85,32548.25,21971.88,30971.13,47924542087,3.35,0.3109,0.2707,0.6391,29422.57,27874.01,26325.46,67,4.098,0.83,0.59,-1.273,30971.13,13628.36,0,Positive,15,0.004,Profit
2022-11,Uniswap,UNI,30971.13,39676.46,27908.58,36790.72,18283559935,1.59,0.1879,0.1722,0.827,34951.19,33111.65,31272.12,55,-3.422,3.887,0.67,-1.7,36790.72,13628.36,0,Positive,24,-0.07,Profit
2022-12,Uniswap,UNI,36790.72,37907.57,29890.81,33141.92,47692922628,6.30,-0.0992,-0.1044,0.7278,31484.82,29827.73,28170.63,42,2.249,3.714,0.8,-1.432,36790.72,13628.36,0.099,Positive,18,0.066,Loss
2023-01,Uniswap,UNI,33141.92,37989.44,31584.27,37164.1,37733881087,6.80,0.1214,0.1145,0.8492,35305.89,33447.69,31589.48,59,-0.526,-2.446,0.61,-1.727,37164.1,13628.36,0,Positive,13,0.038,Profit
2023-02,Uniswap,UNI,37164.1,38981.32,32189.81,33770.57,32008544697,1.25,-0.0913,-0.0958,0.7579,32082.04,30393.51,28704.98,63,2.953,1.475,0.74,-1.478,37164.1,13628.36,0.091,Positive,22,0.013,Loss
2023-03,Uniswap,UNI,33770.57,38204.73,30661.29,37147.92,34155145288,1.35,0.1,0.0953,0.8579,35290.52,33433.13,31575.73,48,-0.193,0.93,0.32,-1.726,37164.1,13628.36,0,Negative,24,-0.031,Profit
2023-04,Uniswap,UNI,37147.92,40762.31,33883.35,35496.07,33818242042,6.36,-0.0445,-0.0455,0.8134,33721.27,31946.46,30171.66,37,4.61,-1.909,0.58,-1.605,37164.1,13628.36,0.045,Positive,24,0.009,Loss
2023-05,Uniswap,UNI,35496.07,41752.34,32168.58,39097.79,40359346761,1.14,0.1015,0.0966,0.9149,37142.9,35188.01,33233.12,48,-4.114,-0.535,0.77,-1.869,39097.79,13628.36,0,Positive,32,0.026,Profit
2023-06,Uniswap,UNI,39097.79,40776.7,34583.31,35843,22559070430,6.21,-0.0832,-0.0869,0.8317,34050.85,32258.7,30466.55,69,2.177,-0.611,0.68,-1.63,39097.79,13628.36,0.083,Positive,15,0.034,Loss
2023-07,Uniswap,UNI,35843,44152.13,33640.78,41971.04,43799435619,8.38,0.171,0.1578,1.0026,39872.49,37773.93,35675.38,49,2.883,0.309,0.78,-2.08,41971.04,13628.36,0,Negative,25,-0.054,Profit
2023-08,Uniswap,UNI,41971.04,45174.04,31891.23,33695.36,11389397458,6.32,-0.1972,-0.2196,0.8054,32010.59,30325.82,28641.06,69,-4.705,-3.675,0.54,-1.472,41971.04,13628.36,0.197,Negative,14,0.061,Loss
2023-09,Uniswap,UNI,33695.36,37249.79,30916.42,34063.79,49196278589,4.88,0.0109,0.0109,0.8164,32360.6,30657.41,28954.22,57,0.618,1.422,0.51,-1.499,41971.04,13628.36,0.188,Positive,25,-0.012,Profit
2023-10,Uniswap,UNI,34063.79,35567.24,30135.21,31758.78,5172706642,2.16,-0.0677,-0.0701,0.7487,30170.84,28582.9,26994.96,39,-4.31,-1.479,0.66,-1.33,41971.04,13628.36,0.243,Negative,18,0.001,Loss
2023-11,Uniswap,UNI,31758.78,32569.29,25842.52,27830.5,13259606629,1.58,-0.1237,-0.132,0.625,26438.97,25047.45,23655.92,59,2.729,0.522,0.29,-1.042,41971.04,13628.36,0.337,Negative,8,-0.065,Loss
2023-12,Uniswap,UNI,27830.5,30105.76,23610.07,25104.18,37168825085,5.09,-0.098,-0.1031,0.5271,23848.97,22593.76,21338.56,62,1.266,-0.186,0.36,-0.842,41971.04,13628.36,0.402,Negative,18,-0.041,Loss
2024-01,Uniswap,UNI,25104.18,26798.55,21640.55,22306.12,12727514433,2.23,-0.1115,-0.1182,0.4156,21190.81,20075.51,18960.2,39,-2.056,-0.305,0.64,-0.637,41971.04,13628.36,0.469,Positive,9,-0.003,Loss
2024-02,Uniswap,UNI,22306.12,23396.68,18705.83,20048.43,3528268453,3.05,-0.1012,-0.1067,0.3144,19046.01,18043.59,17041.17,44,3.13,3.029,0.31,-0.471,41971.04,13628.36,0.522,Negative,21,-0.027,Loss
2024-03,Uniswap,UNI,20048.43,23964.55,18108.1,22701.6,26851631956,4.51,0.1323,0.1243,0.4467,21566.52,20431.44,19296.36,44,2.443,-0.605,0.6,-0.666,41971.04,13628.36,0.459,Positive,23,-0.053,Profit
2024-04,Uniswap,UNI,22701.6,24062.38,20601.74,23317.08,28144091349,1.23,0.0271,0.0268,0.4738,22151.23,20985.37,19819.52,52,-2.998,-0.988,0.55,-0.711,41971.04,13628.36,0.444,Positive,27,0.077,Profit
2024-05,Uniswap,UNI,23317.08,24737.3,19114.03,20554.63,40227836488,2.52,-0.1185,-0.1261,0.3554,19526.9,18499.17,17471.44,56,4.008,2.388,0.63,-0.508,41971.04,13628.36,0.51,Negative,23,0.044,Loss
2024-06,Uniswap,UNI,20554.63,21316.86,17187.07,18675.01,17016900452,3.43,-0.0914,-0.0959,0.2639,17741.26,16807.51,15873.76,57,4.005,-0.566,0.46,-0.37,41971.04,13628.36,0.555,Negative,17,0.024,Loss
2024-07,Uniswap,UNI,18675.01,23719.19,17500.73,22017.26,1758984104,3.00,0.179,0.1646,0.4429,20916.4,19815.54,18714.67,65,4.235,-1.059,0.38,-0.616,41971.04,13628.36,0.475,Positive,27,0.071,Profit
2024-08,Uniswap,UNI,22017.26,26212.99,20567.12,24330.14,48795519780,2.73,0.105,0.0999,0.5479,23113.63,21897.13,20680.62,32,-0.772,-1.702,0.59,-0.785,41971.04,13628.36,0.42,Negative,19,0.01,Profit
2024-09,Uniswap,UNI,24330.14,27872.8,23423.58,25980.08,26244824106,4.89,0.0678,0.0656,0.6157,24681.07,23382.07,22083.07,42,-2.755,0.586,0.77,-0.906,41971.04,13628.36,0.381,Positive,27,0.079,Profit
2024-10,Uniswap,UNI,25980.08,33179.13,23733.09,32388.47,16497403718,3.70,0.2467,0.2205,0.8624,30769.05,29149.62,27530.2,37,-4.173,-2.136,0.29,-1.377,41971.04,13628.36,0.228,Positive,33,-0.021,Profit
2024-11,Uniswap,UNI,32388.47,34217.1,30757.39,31426.51,48041979289,7.08,-0.0297,-0.0302,0.8327,29855.18,28283.86,26712.53,36,2.654,-2.236,0.42,-1.306,41971.04,13628.36,0.251,Negative,15,-0.025,Loss
2024-12,Uniswap,UNI,31426.51,32147.67,28915.73,30668.86,22862323499,5.48,-0.0241,-0.0244,0.8086,29135.42,27601.98,26068.53,44,4.545,-3.401,0.32,-1.25,41971.04,13628.36,0.269,Positive,20,-0.054,Loss
2022-01,Cosmos,ATOM,3287.13,3501.09,2872.06,2966.35,5686054096,1.41,-0.0976,-0.1027,-0.0976,2818.04,2669.72,2521.4,40,-2.53,-0.107,0.66,0,3287.13,2966.35,0.098,Positive,18,0.022,Loss
2022-02,Cosmos,ATOM,2966.35,3199,2630.01,2848.05,1233115600,5.34,-0.0399,-0.0407,-0.1375,2705.65,2563.25,2420.84,67,1.648,0.164,0.22,0,3287.13,2848.05,0.134,Positive,23,-0.004,Loss
2022-03,Cosmos,ATOM,2848.05,3744.57,2595.59,3517.14,24096774789,5.48,0.2349,0.211,0.0975,3341.29,3165.43,2989.57,69,-4.038,0.511,0.41,-0.235,3517.14,2848.05,0,Positive,24,-0.031,Profit
2022-04,Cosmos,ATOM,3517.14,4067.03,3329.17,3759.95,27699571342,3.01,0.069,0.0668,0.1665,3571.96,3383.96,3195.96,51,-4.266,0.619,0.26,-0.32,3759.95,2848.05,0,Positive,22,-0.061,Profit
2022-05,Cosmos,ATOM,3759.95,4068.61,3522.25,3721.58,1161019352,6.70,-0.0102,-0.0103,0.1563,3535.5,3349.42,3163.34,40,-2.313,-3.087,0.3,-0.307,3759.95,2848.05,0.01,Positive,26,-0.001,Loss
2022-06,Cosmos,ATOM,3721.58,4072.86,2738.23,2880.38,40357742225,4.52,-0.226,-0.2562,-0.0697,2736.36,2592.34,2448.33,62,4.068,3.591,0.46,-0.011,3759.95,2848.05,0.234,Negative,23,0.067,Loss
2022-07,Cosmos,ATOM,2880.38,3360.93,2623,3116.07,19902764574,4.16,0.0818,0.0786,0.0121,2960.27,2804.46,2648.66,33,-2.84,-2.394,0.78,-0.094,3759.95,2848.05,0.171,Negative,8,0.023,Profit
2022-08,Cosmos,ATOM,3116.07,3282.28,2815.48,3138.36,23436625177,5.48,0.0072,0.0071,0.0192,2981.45,2824.53,2667.61,43,3.602,-1.64,0.8,-0.102,3759.95,2848.05,0.165,Negative,12,0.036,Profit
2022-09,Cosmos,ATOM,3138.36,3203.95,2269.56,2489.59,40940925947,4.73,-0.2067,-0.2316,-0.1875,2365.11,2240.63,2116.15,55,-4.641,-1.948,0.61,0,3759.95,2489.59,0.338,Positive,26,-0.035,Loss
2022-10,Cosmos,ATOM,2489.59,2560.46,2399.64,2462.77,44648915719,2.51,-0.0108,-0.0108,-0.1983,2339.63,2216.49,2093.36,35,4.198,-1.757,0.36,0,3759.95,2462.77,0.345,Positive,28,0.06,Loss
2022-11,Cosmos,ATOM,2462.77,2774.33,2372.21,2665.86,16567750432,5.26,0.0825,0.0792,-0.1158,2532.57,2399.28,2265.98,65,0.214,0.738,0.25,-0.082,3759.95,2462.77,0.291,Positive,33,-0.027,Profit
2022-12,Cosmos,ATOM,2665.86,3737.09,2483.65,3649.34,40106143206,7.23,0.3689,0.314,0.2531,3466.87,3284.41,3101.94,55,-0.747,-2.709,0.64,-0.482,3759.95,2462.77,0.029,Positive,8,0.012,Profit
2023-01,Cosmos,ATOM,3649.34,3913.64,2926.22,3108.44,17315725534,2.48,-0.1482,-0.1604,0.1049,2953.02,2797.6,2642.17,31,-2.817,0.031,0.46,-0.262,3759.95,2462.77,0.173,Negative,12,-0.07,Loss
2023-02,Cosmos,ATOM,3108.44,4391.82,2993.19,4144.48,22778945380,2.88,0.3333,0.2877,0.4382,3937.25,3730.03,3522.8,59,-4.154,-0.561,0.52,-0.683,4144.48,2462.77,0,Positive,18,0.07,Profit
2023-03,Cosmos,ATOM,4144.48,5957.28,3895.41,5448.48,17659943237,2.17,0.3146,0.2736,0.7528,5176.06,4903.63,4631.21,40,0.792,-0.962,0.29,-1.212,5448.48,2462.77,0,Positive,23,0.045,Profit
2023-04,Cosmos,ATOM,5448.48,5684,4492.62,4877.86,38464457095,8.46,-0.1047,-0.1106,0.6481,4633.97,4390.08,4146.18,55,-1.325,0.091,0.46,-0.981,5448.48,2462.77,0.105,Positive,24,-0.044,Loss
2023-05,Cosmos,ATOM,4877.86,5316.53,4699.71,4850.13,37405209916,8.12,-0.0057,-0.0057,0.6424,4607.63,4365.12,4122.61,52,0.157,-0.463,0.79,-0.969,5448.48,2462.77,0.11,Positive,19,-0.066,Loss
2023-06,Cosmos,ATOM,4850.13,5671.4,4495.56,5164.51,42637577278,2.43,0.0648,0.0628,0.7072,4906.28,4648.06,4389.83,51,1.38,3.484,0.56,-1.097,5448.48,2462.77,0.052,Negative,20,0.06,Profit
2023-07,Cosmos,ATOM,5164.51,6278.24,4715,5949.84,37298084284,8.29,0.1521,0.1416,0.8593,5652.35,5354.86,5057.36,64,4.722,3.534,0.5,-1.416,5949.84,2462.77,0,Positive,29,-0.056,Profit
2023-08,Cosmos,ATOM,5949.84,6157.35,5590.54,5740.48,32839261601,4.70,-0.0352,-0.0358,0.8241,5453.45,5166.43,4879.4,39,2.312,-1.615,0.6,-1.331,5949.84,2462.77,0.035,Positive,21,-0.076,Loss
2023-09,Cosmos,ATOM,5740.48,6245.15,5332.18,5611.29,33577009412,1.09,-0.0225,-0.0228,0.8016,5330.73,5050.16,4769.6,63,1.607,-3.57,0.44,-1.278,5949.84,2462.77,0.057,Positive,21,-0.062,Loss
2023-10,Cosmos,ATOM,5611.29,5768.31,4869.65,5316.81,24743864283,5.68,-0.0525,-0.0539,0.7491,5050.97,4785.13,4519.29,66,1.375,-1.341,0.36,-1.159,5949.84,2462.77,0.106,Negative,16,0.05,Loss
2023-11,Cosmos,ATOM,5316.81,7825.69,5155.93,7340.63,28302363698,1.01,0.3806,0.3226,1.1298,6973.6,6606.57,6239.53,57,-4.264,1.846,0.36,-1.981,7340.63,2462.77,0,Positive,24,-0.048,Profit
2023-12,Cosmos,ATOM,7340.63,7838.45,7148.39,7360.1,41268320705,1.03,0.0027,0.0026,1.1324,6992.1,6624.09,6256.09,34,3.207,1.138,0.55,-1.989,7360.1,2462.77,0,Positive,26,-0.017,Profit
2024-01,Cosmos,ATOM,7360.1,9456.48,7026.37,9118.22,17474329483,1.68,0.2389,0.2142,1.3713,8662.31,8206.4,7750.49,30,2.06,0.637,0.64,-2.702,9118.22,2462.77,0,Positive,12,-0.051,Profit
2024-02,Cosmos,ATOM,9118.22,12645.62,8528.19,11845.29,20620318011,1.82,0.2991,0.2617,1.6704,11253.02,10660.76,10068.49,58,1.528,-0.844,0.53,-3.81,11845.29,2462.77,0,Positive,8,-0.054,Profit
2024-03,Cosmos,ATOM,11845.29,15133.25,10946.22,14016.36,23979681358,2.43,0.1833,0.1683,1.8537,13315.54,12614.73,11913.91,58,-3.957,0.125,0.35,-4.691,14016.36,2462.77,0,Negative,26,0.022,Profit
2024-04,Cosmos,ATOM,14016.36,15437.61,13025.94,14186.17,29363518862,1.20,0.0121,0.012,1.8658,13476.86,12767.55,12058.25,35,-3.728,1.236,0.46,-4.76,14186.17,2462.77,0,Positive,22,-0.044,Profit
2024-05,Cosmos,ATOM,14186.17,15413.68,11372.98,11704.33,22533574862,3.44,-0.1749,-0.1923,1.6908,11119.11,10533.89,9948.68,41,-3.641,-0.506,0.39,-3.753,14186.17,2462.77,0.175,Positive,16,-0.059,Loss
2024-06,Cosmos,ATOM,11704.33,14383.52,10643.37,13500.21,5894719955,7.57,0.1534,0.1427,1.8443,12825.2,12150.19,11475.18,52,3.42,0.442,0.65,-4.482,14186.17,2462.77,0.048,Positive,16,0.003,Profit
2024-07,Cosmos,ATOM,13500.21,16240.34,13045.58,14768.76,22989549813,2.07,0.094,0.0898,1.9382,14030.33,13291.89,12553.45,33,0.674,-0.663,0.21,-4.997,14768.76,2462.77,0,Positive,21,0.06,Profit
2024-08,Cosmos,ATOM,14768.76,16127.11,9578.8,10199.39,30088649275,3.27,-0.3094,-0.3702,1.6288,9689.42,9179.45,8669.48,50,0.548,2.731,0.22,-3.141,14768.76,2462.77,0.309,Positive,20,0.07,Loss
2024-09,Cosmos,ATOM,10199.39,11621.54,9914.46,10838.87,3373772734,2.17,0.0627,0.0608,1.6915,10296.93,9754.99,9213.04,33,-4.425,0.055,0.56,-3.401,14768.76,2462.77,0.266,Positive,27,0.039,Profit
2024-10,Cosmos,ATOM,10838.87,11078.02,7871.02,8404.89,12351961836,9.68,-0.2246,-0.2543,1.467,7984.65,7564.4,7144.16,58,1.418,2.164,0.59,-2.413,14768.76,2462.77,0.431,Negative,11,-0.036,Loss
2024-11,Cosmos,ATOM,8404.89,8939.71,7566.93,8068.67,26274707549,1.32,-0.04,-0.0408,1.427,7665.24,7261.8,6858.37,54,1.075,-2.442,0.55,-2.276,14768.76,2462.77,0.454,Negative,12,-0.031,Loss
2024-12,Cosmos,ATOM,8068.67,9626.7,7400.73,9351.79,47015212691,1.69,0.159,0.1476,1.586,8884.2,8416.61,7949.02,59,3.655,1.126,0.57,-2.797,14768.76,2462.77,0.367,Positive,17,0.063,Profit
2022-01,Monero,XMR,16163.05,17611.28,14665.35,16648.59,49037808564,2.41,0.03,0.0296,0.03,15816.16,14983.73,14151.3,67,0.156,3.144,0.73,-0.03,16648.59,16163.05,0,Positive,20,0.039,Profit
2022-02,Monero,XMR,16648.59,17399.93,14908.26,16028.7,4036973878,2.60,-0.0372,-0.0379,-0.0072,15227.27,14425.83,13624.4,34,2.946,-0.304,0.38,0,16648.59,16028.7,0.037,Negative,18,0.078,Loss
2022-03,Monero,XMR,16028.7,17117.66,14289.02,14696.15,39334693174,2.55,-0.0831,-0.0868,-0.0903,13961.34,13226.54,12491.73,66,2.304,-3.277,0.35,0,16648.59,14696.15,0.117,Negative,9,-0.053,Loss
2022-04,Monero,XMR,14696.15,15837.36,12457.85,13741.48,24936532165,9.47,-0.065,-0.0672,-0.1553,13054.41,12367.33,11680.26,62,0.475,-3.12,0.49,0,16648.59,13741.48,0.175,Positive,21,0.049,Loss
2022-05,Monero,XMR,13741.48,16712.28,13055.18,15653.25,15297159179,1.70,0.1391,0.1303,-0.0162,14870.59,14087.93,13305.26,67,3.563,-3.872,0.66,-0.139,16648.59,13741.48,0.06,Positive,24,0.078,Profit
2022-06,Monero,XMR,15653.25,16818.27,10951,11826.38,8956384446,1.20,-0.2445,-0.2803,-0.2606,11235.06,10643.75,10052.43,42,3.087,1.891,0.28,0,16648.59,11826.38,0.29,Negative,18,-0.018,Loss
2022-07,Monero,XMR,11826.38,12158.63,9236.89,9617.18,37853165814,1.34,-0.1868,-0.2068,-0.4474,9136.32,8655.46,8174.6,69,-4.89,3.059,0.42,0,16648.59,9617.18,0.422,Positive,26,-0.071,Loss
2022-08,Monero,XMR,9617.18,10221.35,8311.49,8761.19,21099728634,2.09,-0.089,-0.0932,-0.5365,8323.13,7885.07,7447.01,30,1.769,3.624,0.4,0,16648.59,8761.19,0.474,Positive,27,0.076,Loss
2022-09,Monero,XMR,8761.19,9061.18,7964.73,8270.23,6682332770,1.57,-0.056,-0.0577,-0.5925,7856.72,7443.21,7029.7,69,-4.581,0.637,0.72,0,16648.59,8270.23,0.503,Positive,27,0.001,Loss
2022-10,Monero,XMR,8270.23,10877.48,7603.7,10384.38,42100961824,6.02,0.2556,0.2276,-0.3369,9865.16,9345.95,8826.73,37,0.037,-2.396,0.39,-0.256,16648.59,8270.23,0.376,Negative,17,0.014,Profit
2022-11,Monero,XMR,10384.38,10773.86,8171.06,8540.81,4039129704,1.63,-0.1775,-0.1954,-0.5144,8113.77,7686.73,7259.69,36,-0.405,-1.819,0.43,-0.033,16648.59,8270.23,0.487,Positive,26,-0.031,Loss
2022-12,Monero,XMR,8540.81,10122.67,8324.21,9780.83,17090773572,1.83,0.1452,0.1356,-0.3692,9291.79,8802.75,8313.7,41,2.383,2.511,0.48,-0.183,16648.59,8270.23,0.413,Positive,22,0.077,Profit
2023-01,Monero,XMR,9780.83,10918.05,9274.51,10663.91,25110009583,1.42,0.0903,0.0864,-0.2789,10130.72,9597.52,9064.33,67,-4.212,0.7,0.57,-0.289,16648.59,8270.23,0.359,Positive,15,-0.059,Profit
2023-02,Monero,XMR,10663.91,11572.58,9515.51,10568.65,48903504706,1.19,-0.0089,-0.009,-0.2878,10040.22,9511.78,8983.35,44,-1.533,-0.779,0.66,-0.278,16648.59,8270.23,0.365,Negative,18,-0.073,Loss
2023-03,Monero,XMR,10568.65,11347.28,9621.39,10027.69,42421253375,5.75,-0.0512,-0.0525,-0.339,9526.31,9024.92,8523.54,46,-2.024,-2.186,0.54,-0.213,16648.59,8270.23,0.398,Positive,24,-0.067,Loss
2023-04,Monero,XMR,10027.69,13019.98,9480.86,12274.65,24277986404,4.23,0.2241,0.2022,-0.115,11660.92,11047.19,10433.45,66,-4.213,-0.311,0.27,-0.484,16648.59,8270.23,0.263,Positive,14,0.01,Profit
2023-05,Monero,XMR,12274.65,13486.55,11389.57,12420.83,32972885585,9.19,0.0119,0.0118,-0.103,11799.79,11178.74,10557.7,47,3.979,0.172,0.65,-0.502,16648.59,8270.23,0.254,Positive,20,0.055,Profit
2023-06,Monero,XMR,12420.83,15462.78,11548.67,15102.63,35206951858,2.59,0.2159,0.1955,0.1129,14347.5,13592.37,12837.24,48,-0.401,0.444,0.24,-0.826,16648.59,8270.23,0.093,Positive,26,0.009,Profit
2023-07,Monero,XMR,15102.63,15806.21,13321.07,14690.51,5474551247,2.19,-0.0273,-0.0277,0.0856,13955.98,13221.46,12486.93,56,0.158,1.415,0.61,-0.776,16648.59,8270.23,0.118,Positive,20,0,Loss
2023-08,Monero,XMR,14690.51,18600.93,14189.29,17797.83,18131948374,3.00,0.2115,0.1919,0.2971,16907.93,16018.04,15128.15,64,4.279,-2.161,0.26,-1.152,17797.83,8270.23,0,Positive,27,-0.076,Profit
2023-09,Monero,XMR,17797.83,18734.22,14391.72,15537.96,40256318620,1.29,-0.127,-0.1358,0.1701,14761.06,13984.16,13207.27,49,-2.928,-0.446,0.4,-0.879,17797.83,8270.23,0.127,Negative,24,0.016,Loss
2023-10,Monero,XMR,15537.96,16111.81,13062.96,14500.73,40101499743,5.62,-0.0668,-0.0691,0.1034,13775.7,13050.66,12325.62,46,-2.076,-2.107,0.7,-0.753,17797.83,8270.23,0.185,Negative,16,0.077,Loss
2023-11,Monero,XMR,14500.73,15186.93,11171.44,11578.7,25312288733,1.89,-0.2015,-0.225,-0.0981,10999.76,10420.83,9841.89,40,2.269,-1.392,0.38,-0.4,17797.83,8270.23,0.349,Positive,19,-0.019,Loss
2023-12,Monero,XMR,11578.7,11953.45,9290.28,10028.89,39139498244,8.30,-0.1338,-0.1437,-0.232,9527.45,9026,8524.56,36,4.856,1.56,0.43,-0.213,17797.83,8270.23,0.437,Positive,23,0.006,Loss
2024-01,Monero,XMR,10028.89,11896.18,9642.57,11551.9,37106881946,1.50,0.1519,0.1414,-0.0801,10974.3,10396.71,9819.11,32,1.794,2.915,0.51,-0.397,17797.83,8270.23,0.351,Positive,4,-0.021,Profit
2024-02,Monero,XMR,11551.9,14358.03,10549.39,13343.1,46155151661,1.14,0.1551,0.1441,0.0749,12675.94,12008.79,11341.63,49,-3.225,-0.294,0.21,-0.613,17797.83,8270.23,0.25,Positive,28,0.037,Profit
2024-03,Monero,XMR,13343.1,16423.29,12214.6,15119.32,46005146139,3.67,0.1331,0.125,0.208,14363.36,13607.39,12851.43,39,0.22,2.501,0.35,-0.828,17797.83,8270.23,0.15,Positive,25,0.068,Profit
2024-04,Monero,XMR,15119.32,17722.31,14695.56,16701.66,9620293461,3.26,0.1047,0.0995,0.3127,15866.58,15031.49,14196.41,50,1.112,1.476,0.59,-1.019,17797.83,8270.23,0.062,Negative,15,-0.035,Profit
2024-05,Monero,XMR,16701.66,17465.56,15142.84,16196.15,6312808381,5.13,-0.0303,-0.0307,0.2824,15386.34,14576.53,13766.72,45,-2.302,-1.873,0.26,-0.958,17797.83,8270.23,0.09,Positive,22,-0.005,Loss
